油管-百家讲坛_1,#genre#
一门心思要辞职 身居高位的欧阳修为何急于退休？这背后又有哪些鲜为人知的故事呢？一代文宗欧阳修9 正欲退隐惹是非 20240513,https://www.youtube.com/watch?v=Wb3ZvsaIh2Q
两次被贬 再受重用 是什么机缘巧合让欧阳修成为“千年科举第一榜”的主考官 从而改变了苏轼、苏辙、曾巩等人的命运 一代文宗欧阳修7 孤勇的工作狂 20240511,https://www.youtube.com/watch?v=aA4TbpR_NSk
“庆历新政”失败的原因是什么？创作醉翁亭记时 欧阳修还不到40岁 他为何以“翁”自居呢？一代文宗欧阳修6 醉翁的滁州时光 20240510,https://www.youtube.com/watch?v=XgfPUfWpOXk
一首词为何让欧阳修身陷桃色绯闻？历史上有名的“进奏院事件”是怎么回事？一代文宗欧阳修5 刚直敢谏的士风 20240509,https://www.youtube.com/watch?v=TbSh5YFlm2g
前有仗义执言被贬 后因一首诗惹怒老师晏殊 欧阳修到底有多刚直？一代文宗欧阳修4 贬官身 忧民心 20240508,https://www.youtube.com/watch?v=IjJB8xxnKg8
为范仲淹抱不平 怒怼高若讷 看千年前的欧阳修如何“整顿职场” 一代文宗欧阳修3 仕途跌了大跟头 20240507,https://www.youtube.com/watch?v=n-PjhZx8TNA
梅尧臣、尹洙、钱惟演...... 欧阳修的“朋友圈”可谓星光熠熠 解锁一代宗师欧阳修的友情故事 一代文宗欧阳修2 初入职场乐无忧 20240506,https://www.youtube.com/watch?v=aqpML6zH-2Q
科举两次落榜 从政三遭贬谪  欧阳修凭什么名扬中外？探寻一代文宗的成长历程 一代文宗欧阳修1 落榜是逆袭的起点 20240505,https://www.youtube.com/watch?v=BPIQohqM2fw
面对宁王近十万叛军 无兵无卒的王阳明是怎样凭借心学的智慧 成功阻止了宁王之乱？五百年来王阳明20 心智的较量 20170428,https://www.youtube.com/watch?v=AAB8uW4xTuY
王阳明为什么可以成功躲过宁王的鸿门宴？面对宸濠之乱 手无寸铁的王阳明该怎么办？五百年来王阳明19 两个余姚人 20170427,https://www.youtube.com/watch?v=5Ov3SPTqBJk
才子唐伯虎、圣人王阳明、宁王朱宸濠 看似毫不相干三个人 有着怎样惊心动魄的故事？五百年来王阳明18 三个七零后 20170426,https://www.youtube.com/watch?v=WEwg9gVvg6Q
面对南赣最强悍、最狡猾的土匪池仲容 王阳明是用怎样的奇招 以最小代价拿下他的？五百年来王阳明17 秋风扫落叶 20170425,https://www.youtube.com/watch?v=FUjBLiEJYGg
如何用一封信瓦解敌人的军心？王阳明告谕巢贼书让一向猖狂彪悍的土匪自乱阵脚 五百年来王阳明16 一封“情书” 20170424,https://www.youtube.com/watch?v=tocSLEv-b7Y
南赣剿匪大胜后 王阳明为何高兴不起来？边讲课边平匪的王老师究竟有着怎样的心中难题？五百年来王阳明15 破心中贼难 20170423,https://www.youtube.com/watch?v=sV_jfB-IgSo
官府数十年都灭不了的南赣匪患 王阳明为何能轻松剿灭？五百年来王阳明14 破山中贼易 20170422,https://www.youtube.com/watch?v=V1ELWnTUBTc
智退流寇 巧识土匪卧底 看王阳明如何用心学致胜 五百年来王阳明13 心学也是心理学 20170421,https://www.youtube.com/watch?v=4JJtUvaP3Pc
朱陆之辩是怎么回事？阳明心学的建立与南宋哲学家陆九渊有何关系？五百年来王阳明12 最爱是讲学 20170420,https://www.youtube.com/watch?v=u4KDTeUioNw
王阳明如何仅用三招就彻底改变了庐陵县全民告状的坏风气？猖狂盗匪又怎样被审出了良知？五百年来王阳明11 致良知 20170419,https://www.youtube.com/watch?v=SrhyErRL1Wc
三个强盗串供 为何轻易就露馅了？王阳明审案有妙招 五百年来王阳明10 事上炼 20170418,https://www.youtube.com/watch?v=nKM18SIPExI
是行先知后 还是知先行后？除了王阳明 谁又是“知行合一”的第一相关人？五百年来王阳明9 知行合一 20170417,https://www.youtube.com/watch?v=MP6HUT3BMXo
仅用两封信就避免一场战乱 王阳明是如何做到的？阳明心学有什么神奇的力量？五百年来王阳明8 心学的正能量 20170416,https://www.youtube.com/watch?v=PDp3UmifmDM
阳明心学是怎样出世的？ 又是什么人、什么事 让王阳明泪洒龙场 彻底看透了人世间的生死荣辱？五百年来王阳明7 龙场悟道 20170415,https://www.youtube.com/watch?v=4o_FT4iA5Is
被杀手追杀 逃命却又逃到老虎窝 看王阳明如何荒野求生 五百年来王阳明6 生死那道关 20170414,https://www.youtube.com/watch?v=jjFee9pZ9JU
东厂、西厂、内行厂 这三大特务机构是如何诞生的？王阳明又因何得罪了刘瑾 成了被脱裤子廷杖的大明第一人 五百年来王阳明5 宦官那个坑 20170413,https://www.youtube.com/watch?v=WmGn0ou4--o
王阳明为何会格竹格到吐血？探秘一片竹林引发的“血案” 五百年来王阳明4 理学那道坎儿 20170412,https://www.youtube.com/watch?v=BBMPdzhQkwQ
王阳明15岁离家出走独闯边关 17岁奉命成亲新婚之夜玩失踪 父亲王华会如何降伏这个离经叛道的儿子呢？五百年来王阳明3 父亲那座山 20170411,https://www.youtube.com/watch?v=nvr83H6xwLs
王阳明5岁才开始讲话 经常逃课 舞枪弄棒 硬刚父亲 原来圣人小时候竟是个“坑爹”的“问题儿童” 五百年来王阳明2 叛逆的儿子 20170410,https://www.youtube.com/watch?v=GNIbp7u_Hnc
全能大儒王阳明 到底有何过人之处？从年少轻狂到龙场悟道 探秘逆境中的王阳明如何缔造不朽传奇 五百年来王阳明1 传奇开始的地方 20170409,https://www.youtube.com/watch?v=DnlRucsRmZw
王阳明 1 从云端回到地面 王阳明的家族背景 20190220,https://www.youtube.com/watch?v=14Q06Ske3lU
王阳明 2 圣贤须在事上磨 “格物穷理”的尝试 20190221,https://www.youtube.com/watch?v=8nx1JRKfWi4
王阳明 3 龙场悟道 道在心中 修身养性 完成一次思想的蜕变 20190222,https://www.youtube.com/watch?v=XoXfiFhBQuA
王阳明 4 心在物上 心即是理 王阳明在庐陵面对的挑战 20190223,https://www.youtube.com/watch?v=Fep2ELmk9fw
王阳明 5 政在亲民 20190224,https://www.youtube.com/watch?v=jylMKxKgDao
王阳明 6 破“山中贼”易 20190225,https://www.youtube.com/watch?v=TTYBEriV5jA
王阳明 7 破“心中贼”难 20190226,https://www.youtube.com/watch?v=d1T6A4nTHYs
王阳明 8 宁府之变 20190227,https://www.youtube.com/watch?v=ispy0bp_ybk
王阳明 9 处变不惊 20190228,https://www.youtube.com/watch?v=ABb46QlEqWo
王阳明 10 以方寸心 体天下物 王阳明提出“致良知”的心学理论 20190301,https://www.youtube.com/watch?v=XmuxyDGcRoI
王阳明 11 事功即是学问 “百姓日用即道” 体现对个体的人文关怀 20190302,https://www.youtube.com/watch?v=zs0DQ9KZduE
王阳明 12 无论穷达 兼济天下 阳明心学对后世的影响 20190303,https://www.youtube.com/watch?v=U4aKqAaFH48
20141001  奇人王阳明（上）,https://www.youtube.com/watch?v=zZbV34lfsE4
20141002  奇人王阳明（下）,https://www.youtube.com/watch?v=HqmQu9zk9Nw
传奇王阳明（1）神奇少年 20101210,https://www.youtube.com/watch?v=8rGgU2_I-pU
传奇王阳明（2）另类青年 20101211,https://www.youtube.com/watch?v=DL92UWxPntg
传奇王阳明（3）挺身斗虎 20101212,https://www.youtube.com/watch?v=QyEzwse5Ch8
传奇王阳明（4）锦衣卫的追杀 20101213,https://www.youtube.com/watch?v=kZRA3n9efHA
传奇王阳明（5）龙场悟道 20101214,https://www.youtube.com/watch?v=hJN01Fv3l38
传奇王阳明（6）王阳明升职记 20101215,https://www.youtube.com/watch?v=yIn--FNsvkI
传奇王阳明（7）临危受命 20101216,https://www.youtube.com/watch?v=MF9vXMVdvak
传奇王阳明（8）深山剿匪 20101217,https://www.youtube.com/watch?v=yy1zi0H-Qy4
传奇王阳明（9）只身平叛 20101218,https://www.youtube.com/watch?v=oFk82n8eEyQ
传奇王阳明（10）攻心奇谋 20101219,https://www.youtube.com/watch?v=xhIW9TINULE
传奇王阳明（11）荒唐皇帝 20101220,https://www.youtube.com/watch?v=edxEfC_QKpI
传奇王阳明（12）忍辱负重  20101221,https://www.youtube.com/watch?v=aujYguudqxs
传奇王阳明（13）良知之教  20101222,https://www.youtube.com/watch?v=6oROy3gGzvs
传奇王阳明（14）此心光明 20101223,https://www.youtube.com/watch?v=lmAPCYUNJ5c
多尔衮的母亲阿巴亥被逼殉葬的历史真相是什么？孝庄去世后为何拒绝与皇太极合葬？清朝妃嫔最后的归宿又在哪里？走近神秘的清代帝陵 探索传奇故事背后的宫闱秘闻揭秘清代帝陵| CCTV官方频道,https://www.youtube.com/watch?v=f284gAuops4
20150325   揭秘清代帝陵 1 最后的皇陵,https://www.youtube.com/watch?v=DYkiszNyL4E
20150326   揭秘清代帝陵 2 开启清朝福祉的福陵,https://www.youtube.com/watch?v=AV-VA_eUTsY
20150327   揭秘清代帝陵 3 迷雾重重的昭陵,https://www.youtube.com/watch?v=Bq5WB092ato
20150328   揭秘清代帝陵 4 帝陵的典范——孝陵,https://www.youtube.com/watch?v=M538F6oMUfc
20150329   揭秘清代帝陵 5 锦上添花的景陵,https://www.youtube.com/watch?v=qpZ7vUmTpec
20150330   揭秘清代帝陵 6 追求完美的泰陵,https://www.youtube.com/watch?v=kOdmqCtAsnU
20150331   揭秘清代帝陵 7 让乾隆心绪不宁的裕陵,https://www.youtube.com/watch?v=pGSLssIwc2k
20150401   揭秘清代帝陵 8 多事秋的嘉庆帝昌陵,https://www.youtube.com/watch?v=xxCMhltuU1Q
20150402   揭秘清代帝陵 9 充满矛盾的道光帝慕陵,https://www.youtube.com/watch?v=X2BlILGFekc
20150403   揭秘清代帝陵 10 意想不到的定陵,https://www.youtube.com/watch?v=tYiGOB5v3jk
20150404   揭秘清代帝陵 11 孤独的惠陵,https://www.youtube.com/watch?v=LnELyormQxc
20150405   揭秘清代帝陵 12 悲情天子光绪的崇陵,https://www.youtube.com/watch?v=s9g7q98MB2I
20150406   揭秘清代帝陵 13 三种境界的清代皇后陵,https://www.youtube.com/watch?v=3jZX-uSdC5c
震惊中外的五四运动是怎样爆发的？中共一大的召开都克服了哪些困难？“南陈北李”是在说一个怎样的故事？今天的我们又应该如何继承和弘扬五四精神呢？五四运动与中国共产党的诞生| CCTV官方频道,https://www.youtube.com/watch?v=1kTynXpQx9s
党史故事100讲五四运动 唤醒民众  【20150701 】,https://www.youtube.com/watch?v=zNOsTgZSS90
党史故事100讲首译宣言 传播真理  【20150702 】,https://www.youtube.com/watch?v=O5fBV3FpCt8
党史故事100讲酝酿建党 各地响应 【20150703 】,https://www.youtube.com/watch?v=NMS2B7Ngens
党史故事100讲一大首聚 开天辟地  【20150704 】,https://www.youtube.com/watch?v=EvHUd8Eiy6M
中国精神（第二部）EP1 五四精神——一百年后的今日 我们应如何理解五四精神被赋予的新时代内涵？20200930 | CCTV频道,https://www.youtube.com/watch?v=V1nFT3VZrmg
五四运动为何爆发？这还得从1918年的巴黎和会说起！20200930,https://www.youtube.com/watch?v=zicvlXcbuxw
为何说五四运动是中国人民的一次伟大觉醒？它比传统爱国行动进步在哪里？20200930,https://www.youtube.com/watch?v=J_npyBirUtc
北京大学作为五四运动的主阵地 见证了中国人民的爱国觉醒！20200930,https://www.youtube.com/watch?v=cHlyB8Sz4Mc
五四运动中第一个牺牲的烈士！郭钦光的一腔热血代表了爱国学生的赤子丹心 20200930,https://www.youtube.com/watch?v=AqbI18iN8ZE
平民教育讲演团宣讲活动起到了唤醒民众的作用 是五四运动爆发的重要推动力！20200930,https://www.youtube.com/watch?v=_nbUgRjDXpc
五四精神传承不能纸上谈兵 这三个建议值得青年人去实践！20200930,https://www.youtube.com/watch?v=66WZYgSEjPY
深入理解五四运动的精神内涵 为中华民族的伟大复兴注入新时代意义！20200930,https://www.youtube.com/watch?v=C7Oe72sfZaY
五四精神的内涵与核心可概括为这八个大字！20200930,https://www.youtube.com/watch?v=VaVUM1SsZ9E
作为新时代的青年 我们应当如何传承和弘扬五四精神？20200930,https://www.youtube.com/watch?v=ddLltq2P2sI
“治隆唐宋”是否实至名归？“远迈汉唐”究竟有何含义？从“仁宣之治”到“弘治中兴”有着怎样起伏跌宕的历史进程？方志远教授倾情讲述明朝百年传奇过往国史通鉴·明清时代（上部）| CCTV官方频道,https://www.youtube.com/watch?v=JareDvTeQXw
蔡京究竟为北宋的灭亡埋下了哪些祸根？女真有着怎样鲜为人知的历史变迁？忽必烈是如何开创大元帝国的？揭秘大辽与南宋两大政权覆灭真相国史通鉴·宋元时代篇（下部）| CCTV官方频道,https://www.youtube.com/watch?v=QSaHZ_PA6BQ
从太祖建国到文天祥被俘 揭示三百年的风云变幻 深入探索宋元时代的中国历史变迁国史通鉴·宋元时代篇（上部）| CCTV官方频道,https://www.youtube.com/watch?v=5cXkSTU1iO0
宋朝究竟是一个怎样的王朝？与之并立的辽、金又有着怎样的特征？深入挖掘这个时代的历史奥秘，探寻其背后的故事国史通鉴·宋辽金元篇| CCTV官方频道,https://www.youtube.com/watch?v=0vajqOUQsS8
从开皇大业到贞观之治、从开元天宝到五代十国，探秘一位位铁血豪情的开国名将传奇人生，在一曲曲激扬奋进的历史交响中感受隋唐五代的壮丽篇章国史通鉴·隋唐五代篇| CCTV官方频道,https://www.youtube.com/watch?v=REMdN7YkWM4
揭秘两晋南北朝历史：西晋王朝为何短命？“八王之乱”背后的真相是什么？“五胡十六国”都有哪些国家？跟随方志远教授一探究竟国史通鉴·两晋南北朝篇| CCTV官方频道,https://www.youtube.com/watch?v=pSZB65IfZYs
强秦为何短命？楚汉争霸，刘邦如何逆袭成功？汉武帝后宫的悲剧是谁造成的？三分天下的局面是怎么形成的？探寻历史的脉络，解读秦汉三国的辉煌与变迁国史通鉴·秦汉三国篇| CCTV官方频道,https://www.youtube.com/watch?v=JR-E6phO6lk
齐桓公引领霸业之巅，楚庄王问鼎中原，魏国逆袭战国七雄之首......群雄逐鹿，百家争鸣，这是英雄与智者的舞台 一窥大变革时代诸侯争霸的历史奥秘国史通鉴·春秋战国篇| CCTV官方频道,https://www.youtube.com/watch?v=sJMeu05hnT8
从云南元谋到北京周口再到陕西蓝田，中国人是怎么进化的呢？上下五千年中华文明的源头又在哪里？解读华夏民族形成的深刻历史渊源国史通鉴·远古先秦篇| CCTV官方频道,https://www.youtube.com/watch?v=kC1Hy4Ul8pA
梁武帝萧洐 堂堂一国之君 为何落得个活活饿死的下场？国史通鉴•两晋南北朝篇（19）南朝旧事 20170109,https://www.youtube.com/watch?v=Ob3NceIfrK0
北魏是如何灭亡的？又是谁一统北方建立了新的政权？探秘一次皇帝出逃引发的格局变动 国史通鉴·两晋南北朝篇（18）北国风光 20170108,https://www.youtube.com/watch?v=hEvr7lLL8LM
边防六镇暴乱 北魏帝国的丧钟正式敲响 北方豪雄崛起 国史通鉴·两晋南北朝篇（17）再现乱世 20170107,https://www.youtube.com/watch?v=ODfFYeP6nyc
一生无子无女 乱世中成就孝文帝 从亡国宗女到千古一后 探秘北魏冯太后的开挂人生 国史通鉴·两晋南北朝篇（16）改革风云 20170106,https://www.youtube.com/watch?v=gzu-soMabGc
太武帝拓跋焘为何死于太监之手？从第一谋臣到受辱灭族 探秘崔浩之死真相 国史通鉴·两晋南北朝篇（15）北魏琐事 20170105,https://www.youtube.com/watch?v=K-E7Xyof_bU
重建代国 开创北魏 统一北方的拓跋珪 到底有何过人之处？国史通鉴·两晋南北朝篇（14）祖业孙承 20170104,https://www.youtube.com/watch?v=qOKLh4am2JI
拓跋什翼犍18岁建国 拓跋珪16岁复国 强大的北魏政权是如何一步步建立起来的？国史通鉴·两晋南北朝篇（13）鲜卑英雄 20170103,https://www.youtube.com/watch?v=Iju0SboCruU
忘恩负义杀功臣 生性多疑 最后被亲子所杀 宋文帝刘义隆究竟是一个什么样的皇帝？国史通鉴·两晋南北朝篇（12）南朝北朝 20170102,https://www.youtube.com/watch?v=3f7cvjdZOFo
从草根逆袭成皇帝 终结东晋王朝 覆灭司马氏 揭秘宋武帝刘裕的传奇人生 国史通鉴·两晋南北朝篇（11）开辟南朝 20170101,https://www.youtube.com/watch?v=psvDLAwRneo
生于乱世 也能荡平乱世 令人闻之胆寒的北府兵到底有多凶悍？国史通鉴·两晋南北朝篇（10）北府传承 20161231,https://www.youtube.com/watch?v=pL4S1MjVvgQ
淝水之战苻坚拥有绝对优势兵力 为何却一败涂地？国史通鉴·两晋南北朝篇（9）盛衰之间 20161230,https://www.youtube.com/watch?v=HhHWKnu3kjA
不惑之年再次出山的谢安 到底有何底气应对苻坚的百万雄兵？国史通鉴·两晋南北朝篇（8）南方北方 20161229,https://www.youtube.com/watch?v=3JR9Rp_8rb0
平定王敦之乱、制衡权臣 聪明果断的晋明帝司马绍为何英年早逝？国史通鉴·两晋南北朝篇（7）士族庶族 20161228,https://www.youtube.com/watch?v=XxAqbTwnRzk
一穷二白的司马睿 靠什么当上了东晋的开国皇帝？探秘东晋“王与马 共天下”的真相 国史通鉴·两晋南北朝篇（6）王马天下 20161227,https://www.youtube.com/watch?v=PCQ4o2CqMCI
苻坚与王猛：在最狂躁的时代 如何形成了历史上最佳的君臣拍档？国史通鉴·两晋南北朝篇（5）氐族争锋 20161226,https://www.youtube.com/watch?v=edOZ_rf02OY
从奴隶逆袭到开国皇帝 探秘后赵明帝石勒传奇的人生 国史通鉴·两晋南北朝篇（4）大赵天王 20161225,https://www.youtube.com/watch?v=pujL-65-DXs
灭西晋、立汉国 他是五胡乱华第一人！匈奴人刘渊为何自称汉家皇帝？国史通鉴·两晋南北朝篇（3）匈奴情怀 20161224,https://www.youtube.com/watch?v=L11iK7L9NrY
终结三国乱世、盛极一时的西晋王朝 为什么只存在了短短51年就灭亡了？国史通鉴·两晋南北朝篇（2）二世而亡 20161223,https://www.youtube.com/watch?v=mB5xoVUc-MY
晋武帝司马炎“羊车望幸” 王恺、石崇“拼命”斗富 “放纵”的西晋究竟是一个怎样的朝代？国史通鉴·两晋南北朝篇（1）太康时代 20161222,https://www.youtube.com/watch?v=hs2SNfpXwy4
从被俘的幼童 到西厂的老板 再到屡建军功的奇人 大宦官汪直究竟有多牛？国史通鉴·明清时代（上部）14 百年承平 20230915,https://www.youtube.com/watch?v=yOM_dAzEhBQ
朱见深为何两度被立为太子？父亲被俘、母亲凶悍造成了他怎样的性格缺陷？探秘“痴情皇帝”朱见深的坎坷人生 国史通鉴·明清时代（上部）13 垂拱而治 20230914,https://www.youtube.com/watch?v=3LMKXHO2hx8
一代忠良于谦因何被冤杀？探秘明朝“夺门之变”来龙去脉 国史通鉴·明清时代（上部）12 走向多元 20230913,https://www.youtube.com/watch?v=4PPSnRBLg6s
英宗被俘 大明王朝如何应对？朱祁钰代兄救国 力挽狂澜 为何结局悲催？国史通鉴·明清时代（上部）11 风云变幻 20230912,https://www.youtube.com/watch?v=xnR9ezfwIUQ
明英宗为何在御驾亲征中被俘？大明王朝的“三杨内阁”是谁 他们如何赢得后世的美誉？国史通鉴·明清时代（上部）10 英宗梦碎 20230911,https://www.youtube.com/watch?v=idCoTDLKDmg
明衰由明宣宗朱瞻基开始？明英宗朱祁镇继位后 大明皇朝真正的掌舵人是谁？国史通鉴·明清时代（上部）9 正统秩序 20230910,https://www.youtube.com/watch?v=YFjUjRFVeDY
郑和下西洋是为寻找建文帝？朱棣为何要将皇位传给他不喜欢的朱高炽？国史通鉴·明清时代（上部）8 国策转变 20230909,https://www.youtube.com/watch?v=QXyQe6dwi8s
皇位虽是抢来的 功绩却被誉为“远迈汉唐” 探秘明成祖朱棣的传奇人生 国史通鉴·明清时代（上部）7 远迈汉唐 20230908,https://www.youtube.com/watch?v=hAbwOtlMXDc
朱棣造反 朱允炆下落成谜 揭露朱棣造反的真相 国史通鉴·明清时代（上部）6 靖难真相 20230907,https://www.youtube.com/watch?v=CMZ6V5zRUGE
明宦官制度、藩王制度是如何形成的？朱元璋给明朝带来了哪些隐患？国史通鉴·明清时代（上部）5 各揽人才 20230906,https://www.youtube.com/watch?v=e2M5Y_CHJE4
朱元璋理想中的明朝是什么样的？从“集权”到“极权” 探秘朱元璋废除丞相制度的真相 国史通鉴·明清时代（上部）4 治隆唐宋 20230905,https://www.youtube.com/watch?v=d1TL-KKi6eo
鄱阳湖之战朱元璋是如何死里逃生并获胜的？夺得江山之后他制定了什么治国方略？国史通鉴·明清时代（上部）3 治国理念 20230904,https://www.youtube.com/watch?v=61GT-c7jYjA
从一个小小的寺院行童到横扫天下、一统江山的开国皇帝 朱元璋究竟有何过人之处？ 国史通鉴·明清时代（上部）2 定鼎金陵 20230903,https://www.youtube.com/watch?v=7D6AcSqAxQE
强大的大元帝国为何会迅速灭亡？最终又是谁终结了元末乱世？国史通鉴·明清时代（上部）1 元失其鹿 20230902,https://www.youtube.com/watch?v=l7ucSW4EfT4
国史通鉴·宋元时代 1 太祖建国 “陈桥兵变，黄袍加身”，赵匡胤为何能兵不血刃登上帝位？20210805,https://www.youtube.com/watch?v=0FTtEnaTqdU
国史通鉴·宋元时代 2 文治天下 “制其钱谷，收其精兵”，宋太祖步步为营缔造太平盛世 20210806,https://www.youtube.com/watch?v=SUmvIDFeIbs
国史通鉴·宋元时代 3 江南风云 “堆金积玉地，温柔富贵乡”，江南的温婉富庶竟可追溯至五代十国时期 20210807,https://www.youtube.com/watch?v=XsgsIPsVOBA
国史通鉴·宋元时代 4 南唐兴衰 传世名画韩熙载夜宴图：原来古人的夜生活这么丰富 20210808,https://www.youtube.com/watch?v=EQDe1oD9q9U
国史通鉴·宋元时代 5 统一进程 千古之谜“斧声烛影”背后的历史真相如何？赵匡胤果真是被暗害的吗？20210809,https://www.youtube.com/watch?v=djV32DRNZ7A
国史通鉴·宋元时代 6 燕云难题 宋辽高梁河之战有多惨烈？宋军溃败，赵光义中箭乘驴车连夜逃跑 20210810,https://www.youtube.com/watch?v=AvpyuANWIiQ
国史通鉴·宋元时代 7 雍熙北伐 北宋举全国之精锐，将星云集，为何最后还是一败涂地？20210811,https://www.youtube.com/watch?v=Q14QwCEdEl0
国史通鉴·宋元时代 9 草原英雄 伴随异象出生的神童开国皇帝耶律阿保机是如何带领契丹部族发展壮大的？20210813,https://www.youtube.com/watch?v=ChZaPC33a0A
世间之情种种 有无私奉献的亲情、有刻骨铭心的爱情、更有终生不负的真挚友情……那么，究竟有哪些感人肺腑的情感和祭文经典曾让人们潸然泪下、传诵千古呢？清明思故人| CCTV官方频道,https://www.youtube.com/watch?v=YPClJXb_xTg
揭秘周邦彦兰陵王背后的创作传奇 清代词女顾太清的爱情故事究竟有多感人？韦庄笔下的时代哀歌是怎样发生的？解锁诗意清明 共赴一场文化盛宴诗歌话清明| CCTV官方频道,https://www.youtube.com/watch?v=6odl45YhqRM
一代才女袁机为何执意嫁渣男？袁枚祭妹文是如何悼念亡妹的？千古家书（第一部）7 回首故园兄妹情 20231020,https://www.youtube.com/watch?v=0iMPoq3jKRw
料得年年肠断处 不思量、自难忘！解读苏轼对妻子王弗的情感 品读中华经典诗文（第二季）11 读不完的江城子20230713,https://www.youtube.com/watch?v=rQIbNV-DkrM
他的诗超50%都是写给白居易的！扒一扒白居易与崔玄亮那些让人羡慕的过往 诗歌故人心（第三部）5 六事尽思君作伴 20230625,https://www.youtube.com/watch?v=jSU5EKSDReM
诗词红楼（第二部）3 芙蓉之诔 晴雯和宝玉是什么关系？芙蓉女儿诔表达了贾宝玉怎样的情怀？20220403,https://www.youtube.com/watch?v=Id4vDm-tSek
诗词红楼（第二部）4 一诔双祭 “晴为黛影” 宝玉作芙蓉女儿诔明祭晴雯 实祭黛玉！20220404,https://www.youtube.com/watch?v=4YSyaBB5Rnk
诗词红楼（第二部）5 姽婳之歌 红楼梦姽婳将军林四娘竟是虚构的？为什么说姽婳词是贾宝玉不情愿的一首诗？20220405,https://www.youtube.com/watch?v=2QMzeXbKmn4
中医话节气 5 清明 20200207,https://www.youtube.com/watch?v=zt6lyzH_XaE
诗歌爱情（第二部） 10 谁复挑灯夜补衣 贺铸对亡妻的思念 20190313,https://www.youtube.com/watch?v=EWj432VCIgE
